-50,-36,-20
-50,-36,2
-50,-28,-9
-50,-5,48
-50,2,30
-50,3,15
-50,3,21
-50,7,32
-50,11,23
-50,15,16
-50,22,24
-49,-46,-2
-49,-45,20
-49,-42,-11
-49,-41,-31
-49,-41,32
-49,-39,45
-49,-33,3
-49,-33,5
-49,-29,-17
-49,-8,10
-49,-6,44
-49,-4,17
-49,16,23
-49,17,27
-48,-40,-28
-48,-39,4
-48,-20,15
-48,-20,36
-48,-5,-3
-48,10,44
-48,13,31
-48,15,30
-48,16,42
-48,21,37
-48,38,44
-47,-46,-37
-47,-15,-5
-47,-13,32
-47,-5,32
-47,7,13
-47,15,17
-47,34,41
-46,-45,15
-46,-35,34
-46,-25,-7
-46,-14,5
-46,-14,26
-46,-8,-2
-46,1,19
-46,2,48
-46,11,17
-46,18,21
-46,27,36
-45,-30,13
-45,-23,35
-45,-13,49
-45,-2,46
-45,4,20
-45,11,19
-44,-41,-4
-44,-34,31
-44,-28,32
-44,-17,3
-44,-17,15
-44,-8,-5
-44,-8,43
-44,-7,36
-44,-3,33
-44,3,39
-44,10,36
-44,17,41
-44,38,40
-43,-30,-8
-43,-28,10
-43,-25,18
-43,-19,13
-43,-7,28
-43,-4,38
-43,4,36
-43,47,49
-42,-39,-29
-42,-33,34
-42,-26,-12
-42,-26,-9
-42,-18,37
-42,-10,25
-42,-8,37
-42,4,34
-42,15,40
-42,18,50
-42,27,43
-41,-39,-3
-41,-39,8
-41,-36,43
-41,-34,-23
-41,-25,24
-41,-25,34
-41,-12,11
-41,-4,34
-41,-3,39
-41,14,32
-40,-22,34
-40,-14,16
-40,-12,45
-40,-11,47
-40,-9,36
-40,-8,25
-40,31,46
-39,-36,-20
-39,-24,-20
-39,-19,48
-39,-13,18
-39,-6,50
-39,-5,29
-39,-2,41
-39,-1,27
-38,-36,15
-38,-32,6
-38,-26,2
-38,-19,10
-38,-15,27
-38,-12,46
-38,24,50
-37,-21,-17
-37,-20,-5
-37,-20,3
-37,1,38
-37,36,45
-37,39,50
-36,-16,-11
-36,-14,32
-36,6,16
-36,12,37
-36,24,35
-36,32,49
-36,39,47
-35,-26,-18
-35,-25,-11
-35,-10,41
-35,-4,9
-35,9,44
-35,33,38
-34,-30,37
-34,-16,50
-34,-13,5
-34,-6,50
-34,-3,11
-34,8,35
-33,-27,18
-33,-8,15
-33,-2,9
-33,5,13
-33,7,38
-33,20,28
-32,-28,9
-32,-18,14
-32,-14,39
-32,3,37
-32,40,48
-31,-30,15
-31,-25,20
-31,-3,33
-31,-2,48
-31,11,33
-30,-21,-11
-30,-18,-14
-30,-17,49
-30,-9,-6
-30,3,34
-29,-21,6
-29,-8,49
-29,-2,19
-28,-24,35
-28,-19,5
-28,-10,19
-28,-2,12
-28,7,14
-28,11,32
-28,12,15
-27,-25,16
-27,-21,23
-27,-17,32
-27,-16,10
-27,-10,42
-27,2,11
-27,8,23
-27,12,26
-27,18,30
-27,22,26
-27,35,48
-26,-24,49
-26,-22,35
-26,-21,47
-26,-9,37
-26,6,32
-26,8,17
-25,-20,-3
-25,-18,49
-25,1,5
-25,1,49
-25,5,42
-25,20,46
-25,29,31
-24,-22,-19
-24,-22,29
-24,-21,25
-24,-19,-2
-24,-12,16
-24,-8,28
-24,-5,7
-24,-4,22
-24,29,47
-24,36,49
-23,-13,43
-23,-11,32
-23,15,34
-22,-20,34
-22,-15,-14
-22,-12,34
-22,-7,15
-22,12,46
-22,15,36
-22,16,23
-22,31,37
-21,-16,27
-21,-5,6
-21,-3,36
-21,1,19
-21,9,45
-21,29,49
-20,-19,44
-20,-10,-4
-20,-1,29
-20,5,24
-20,8,36
-20,33,34
-19,-16,7
-19,2,46
-19,11,37
-19,12,31
-19,13,43
-18,1,36
-17,-14,-13
-17,-5,9
-17,15,26
-17,15,49
-17,31,34
-17,32,41
-16,-10,2
-16,-9,17
-16,5,14
-16,13,31
-15,-10,17
-15,3,48
-15,9,40
-15,13,35
-15,21,49
-14,-4,43
-14,13,27
-13,27,42
-12,23,35
-11,7,10
-11,21,48
-11,33,42
-10,-5,41
-10,1,20
-10,4,37
-10,4,50
-10,23,25
-10,29,34
-10,34,47
-9,-8,7
-9,1,21
-9,6,25
-9,7,8
-9,19,42
-9,21,25
-9,49,50
-8,15,44
-8,30,47
-7,18,34
-7,31,49
-6,10,33
-6,26,49
-6,28,48
-5,2,34
-5,8,21
-5,39,45
-4,7,25
-4,11,43
-3,10,41
-3,11,47
-3,12,42
-3,15,39
-3,33,41
-2,1,45
-2,17,26
-2,35,44
-2,36,41
-1,9,15
-1,10,44
-1,22,41
-1,25,35
-1,30,48
-1,40,49
1,27,32
2,10,47
2,22,38
3,4,27
3,14,48
3,17,44
3,18,28
3,36,38
4,17,39
5,8,12
5,11,14
5,15,34
5,25,29
5,26,48
7,10,27
7,10,30
7,14,46
7,21,36
7,27,39
8,41,47
9,20,44
9,44,46
10,16,43
10,19,47
11,13,23
11,30,44
12,23,33
12,25,44
12,42,50
13,47,49
14,24,32
14,40,41
17,22,41
17,28,48
18,25,40
19,32,40
21,32,40
23,31,47
23,39,40
24,27,31
29,30,43
29,33,45
30,37,47
40,45,49
