-50,-41,10
-50,-36,27
-50,-32,16
-50,-21,-2
-50,-18,-7
-50,-2,-1
-49,-47,5
-49,-43,-29
-49,-35,-23
-49,-13,23
-49,-11,14
-48,-20,-19
-48,-13,34
-47,-42,22
-47,-32,38
-46,-40,14
-46,-37,-19
-46,-37,-9
-46,14,15
-46,30,48
-45,-37,-5
-45,-37,25
-45,-34,25
-45,-23,7
-45,8,50
-44,-37,-11
-44,-15,11
-44,-11,-2
-44,5,43
-44,8,17
-43,-41,30
-43,-32,36
-43,-28,2
-43,-7,12
-43,7,47
-42,-38,6
-42,-32,-5
-42,-23,44
-42,-21,1
-42,-20,14
-42,28,36
-41,-38,-23
-41,-19,43
-41,15,36
-41,17,28
-41,19,45
-41,25,26
-41,26,39
-40,-39,46
-40,-35,3
-40,-24,11
-40,19,29
-39,-2,21
-39,10,17
-39,17,45
-38,-28,7
-38,-24,-10
-38,-24,49
-38,13,20
-38,30,37
-38,40,42
-37,-29,22
-37,22,26
-36,-11,8
-36,-10,4
-36,-8,18
-36,-1,28
-36,34,39
-35,-33,-1
-35,-24,21
-35,-3,11
-35,12,18
-34,1,15
-34,7,25
-34,23,36
-33,-7,8
-33,-3,21
-33,-2,50
-33,24,40
-33,41,45
-32,-29,49
-32,-24,15
-32,-23,-7
-32,-21,4
-32,-10,33
-32,6,20
-32,16,28
-31,-16,28
-31,-6,2
-31,5,41
-31,23,30
-31,32,44
-30,25,33
-29,-25,6
-29,-24,39
-29,-23,-4
-29,-18,-15
-29,13,23
-28,-19,21
-28,-15,46
-28,-14,20
-28,24,46
-27,-22,2
-26,-12,46
-26,-11,29
-26,-11,44
-26,1,38
-25,-20,-3
-25,-17,38
-25,-5,45
-25,-2,37
-25,26,40
-24,-21,4
-24,-17,-3
-24,-16,22
-24,-7,18
-24,-4,49
-24,14,40
-24,28,29
-23,-18,38
-23,-18,50
-23,-17,45
-23,-9,8
-23,2,26
-23,8,32
-23,9,50
-22,-15,45
-22,9,18
-21,-17,9
-21,-11,15
-21,3,48
-21,4,14
-21,18,46
-21,34,43
-20,9,35
-20,16,49
-19,-17,21
-19,6,37
-19,15,27
-18,-17,5
-18,-8,30
-18,38,39
-17,-9,-2
-17,2,29
-17,22,46
-16,-12,48
-16,1,3
-16,3,14
-16,22,28
-15,-12,27
-15,-7,19
-15,-4,30
-15,6,7
-14,23,25
-14,26,27
-14,33,42
-13,-3,20
-13,-2,31
-13,3,21
-12,13,25
-12,15,22
-11,-6,2
-10,-6,4
-10,-3,14
-10,2,25
-10,36,44
-9,-8,48
-9,7,36
-9,12,45
-9,22,29
-8,-5,15
-8,-4,38
-8,13,19
-7,-3,47
-7,43,47
-6,9,19
-5,3,42
-5,8,46
-5,28,48
-4,15,41
-3,7,14
-2,34,39
-1,27,45
3,9,23
4,22,50
4,37,50
7,25,47
8,19,31
9,12,35
10,11,28
10,21,26
10,32,44
13,26,42
14,21,39
14,27,37
16,25,30
18,26,31
21,27,33
26,32,43
28,39,48
